Unnamed: 0,Audio,SpeakerRole,Score,Transcript,Word2Vec,Loudness,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,ZCR,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Mel_1,Mel_2,Mel_3,Mel_4,Mel_5,Mel_6,Mel_7,Mel_8,Mel_9,Mel_10,Mel_11,Mel_12,neutral,negative,positive
0,c701da30adc24c9b_caller_0.wav,caller,3.5,hi my name is jennifer davis,"[-0.03102549  0.11025003  0.1502786   0.49621534 -0.5784428  -0.77217263
 -0.3662704   0.625479    0.22061157 -0.34835467  0.6791298   0.0184957
  0.3515921   0.67777234 -0.12467322 -0.05954775  0.70649105 -0.02179968
  0.6990358   0.5722465  -0.2981507  -0.3802489   0.15193377  0.3701322
  0.04136916  0.69275516  0.28515255  0.5313099  -0.0396439   0.06784631
  1.0499772  -0.13005514  0.60626394 -0.4973555   0.29078427  0.25470546
  0.27823278 -0.3818535  -0.27522656 -0.11959767  0.04858288 -0.90552384
 -0.5523375  -0.93597275  0.5345561   0.87045056  0.63241315  0.02551458
 -1.0132219  -0.69024086  0.6954186   0.05380781 -0.84315306  0.0144355
 -0.18721926  0.08999462 -0.0554785   0.18122216 -0.51186305 -0.769768
 -0.8459491   0.15961796  0.14726074  0.49371657  0.536186    0.44637156
  0.61238295 -0.04168255 -0.06472448 -0.01837668  0.11408664  0.10999016
  0.07903152  0.29268545  0.63452756  0.11566436 -0.6078095  -0.16767026
  0.75231767  1.0890434  -0.05897922 -0.53036565  0.6632388  -0.03681127
  0.25671628 -0.6600278   0.6059362   0.01566701  0.50969756  0.75323063
 -0.35229382 -0.20598488  0.58222324 -0.506553    0.0978198  -0.2217983
  0.5983904   0.18863149  0.04865853  0.19783993]",-0.5583367388834212,0.6970612697452122,0.6893429893235009,0.5095670802977916,0.2981211892400483,0.1409916881081728,-0.0237963828974387,-0.1630408599659437,-0.1902362298719222,-0.1517757724989354,-0.1887124407365053,-0.2437653483337819,-0.2370889455679533,-0.2006510802012429,-0.478111058660933,-0.4693760233919716,-0.6885579082485037,-0.6878558097203639,-0.7314013133485656,-0.6296590020253477,-0.583172026360749,-0.0742194366243871,-0.2044626744734905,-0.1518263524874374,-0.0213827952480631,-0.3059384260232733,-0.7053162131543788,-0.7156416549599433,-0.670580736429789,-0.6992127583192489,-0.7442195219455666,-0.7811273182794283,-0.7702936970697013,-0.5205705558192405,-0.4729088088382867,-0.5875766791137925,-0.579186411371459,-0.571403107873473,0.33885979652404785,0.05688875913619995,0.6042514443397522
1,c701da30adc24c9b_caller_1.wav,caller,2.5,i need to check my account balance,"[-0.41441658  0.652157   -0.15106592  0.14814508 -0.2873792  -0.889884
 -0.21899112  0.39680743  0.07318505  0.1104207  -0.11347674  0.04353327
  0.04408143 -0.5780858   0.45728186  0.02892229  0.4577206  -0.21732967
  0.38812837 -0.3658951   0.00909771  0.05739092  0.22374795  0.21037373
  0.11825808  1.0083377  -0.3247357   0.23574875 -0.17315744  0.08652399
  0.9428368   0.20912565  0.42214784  0.20035686  0.2225429   0.14584124
 -0.02614482  0.2562014   0.13481888 -0.60364044 -0.06001645 -0.3383753
 -0.41890857 -0.46084875  0.29106894  0.1420757   0.5049303   0.01586477
 -0.27308884 -0.382395   -0.06273361 -0.07182997 -0.33246288 -0.24383996
 -0.07557164 -0.12419752 -0.10153907  0.15261684 -0.22997811  0.5475107
  0.3221132   0.23130675  0.66957057  0.27087882  0.85005856  0.42448348
  0.57149154  0.06092993  0.14673951 -0.16550703 -0.06890669 -0.132549
 -0.3612916   0.14390771  0.1265073   0.23300962 -0.20806558 -0.22095633
  0.79612744 -0.01530621  0.28151473 -0.16993693  0.3191648   0.1138624
  0.4277913  -0.8414782   0.90231806  0.4733715   0.34389243 -0.35903
 -0.20765366 -0.15115348  0.7595845  -0.23185375  0.52990764 -0.5301866
  1.0469056  -0.05683911 -0.10530275  0.03122069]",-0.4611974756533002,0.4691026356832369,0.1908810466574003,0.0455253636129744,-0.0487831910315153,-0.0250014265507686,0.0876819737329347,0.2298159277017755,0.285141074667081,0.2680558420458063,0.3078030785913547,0.353428589432625,0.3525547056304725,-0.3614627285513362,-0.232172569133726,-0.3217474811619479,-0.3253402991322187,-0.3110551425853879,-0.455607159809763,-0.6534329134717641,-0.6723979456475649,-0.6529460022836076,-0.6733451855011742,-0.7053099263510245,-0.752554397501869,-0.7442712131347416,-0.5906976286752107,-0.5658749565084188,-0.6038385087489839,-0.593144789568958,-0.5492826517470301,-0.741502764838315,-0.7623748572983632,-0.7456323301605684,-0.7055481205037042,-0.6760743763809846,-0.6655415785755924,-0.6660860485499839,0.41485702991485596,0.4761826992034912,0.10896033048629761
2,c701da30adc24c9b_agent_2.wav,agent,3,okay and which account would you like to check,"[-0.27658564  0.6385329  -0.15918641  0.1825649  -0.40691245 -0.3909283
  0.18470721  0.14039405 -0.05064039  0.09622735 -0.20695764 -0.21932767
  0.16182993 -0.5468549   0.08620897 -0.03248602  0.40377295 -0.32889265
  0.31437457 -0.8684158   0.07303655 -0.06867846  0.07008422  0.07352181
 -0.26602626  0.5972254  -0.5239024   0.40867138  0.0217198  -0.20521249
  0.78357387  0.09757486  0.4164269   0.1562815   0.25453287 -0.11127631
  0.20921914  0.19966313  0.04185104 -0.23386325 -0.24642706 -0.2670134
 -0.39677942 -0.39880812  0.05858101 -0.15644708 -0.07423154  0.4079598
  0.07037064 -0.08946168 -0.3059875  -0.26044345 -0.01283363  0.05141189
  0.14701258  0.23866177  0.07216755  0.14014572 -0.16423441  0.7310102
 -0.0659278  -0.03562285  0.66035694  0.31061256  0.5463924   0.3188483
  0.30267316  0.16425925  0.19547665 -0.3200082   0.01602091  0.18161426
 -0.01311265 -0.08800319  0.07258689  0.13926059  0.21523747 -0.25699085
  0.6385844  -0.26169187 -0.04967181  0.00108199  0.20393407  0.44354787
  0.36980566 -0.8034315   0.4818312   0.2561518   0.29316613 -0.16351432
  0.06367853  0.24193567  0.44831207 -0.2914828   0.8156027  -0.34822312
  0.6442157  -0.35098314  0.34740564  0.2810355 ]",-0.289890164668639,0.2957633655855737,0.0217587163154857,-0.1028655620407859,-0.1636742655841331,-0.1164140944465706,-0.0648994201406353,0.0192247844651503,0.1466487464544041,0.1568368690835968,0.0888984987283642,-0.0664265887573117,-0.1857098775220351,-0.4741727587533667,-0.0977687596580482,-0.2850218886240936,-0.5103088883236778,-0.0795304792614976,-0.3077395314895321,-0.506656712145987,-0.5421505254519007,-0.4978581558511916,-0.2869836036025104,-0.6036185744738869,-0.5469317215376215,-0.4370007176900568,-0.6083226410655963,-0.6120806338585021,-0.6113972507369824,-0.5993069634650764,-0.6433297046257885,-0.7057807293528571,-0.7356423747413735,-0.7712591593353296,-0.7105085223130448,-0.6548230919806293,-0.7361343826881622,-0.7299943399530765,0.46371427178382874,0.17173148691654205,0.364554226398468
3,c701da30adc24c9b_caller_3.wav,caller,3,my savings account,"[-7.55034208e-01  1.22714949e+00 -1.96628526e-01 -3.16064358e-01
 -1.31174073e-01 -1.01721752e+00 -4.44034457e-01  5.27328253e-01
  1.70982376e-01  2.44823489e-02 -2.02323914e-01  5.81131689e-02
 -1.84698701e-01 -6.95037127e-01  7.11211383e-01 -3.34835440e-01
 -6.26698195e-04 -1.63198635e-01  6.15484893e-01  2.91438010e-02
  3.05980623e-01  1.44845918e-01  5.13252139e-01  2.70207763e-01
  1.10303767e-01  8.79487276e-01 -6.70048535e-01  1.02688961e-01
 -6.01751590e-03  1.00326814e-01  8.69278908e-01  2.86707401e-01
  4.47795749e-01  2.23629579e-01  5.07897079e-01  3.29781175e-02
  2.58578181e-01  3.24523330e-01  2.04328045e-01 -2.16542125e-01
 -6.23878837e-03 -4.49594647e-01 -3.04743797e-01 -4.18494195e-01
  7.95918778e-02 -2.53477573e-01  8.48578274e-01  1.07997090e-01
  1.68873012e-01 -5.99586546e-01  2.05638841e-01 -3.89886975e-01
 -2.99559563e-01 -1.79825470e-01 -6.22549169e-02  4.59184796e-02
  2.41787851e-01 -7.67951086e-02 -5.28876446e-02  6.62460625e-01
  6.33734047e-01  8.45594466e-01  8.28765869e-01  2.45722219e-01
  1.08425152e+00  3.30173463e-01  8.55115414e-01  1.57383680e-02
 -1.94718435e-01  1.44680738e-01 -2.86669016e-01 -1.78299949e-01
 -3.88947725e-01  1.12375230e-01  1.25739083e-01  2.42440388e-01
 -5.28846085e-01 -3.30037266e-01  5.22967517e-01  1.37215452e-02
  4.26814079e-01 -1.14813261e-01 -2.02924922e-01  2.95293242e-01
  2.99524784e-01 -6.35898054e-01  9.50183570e-01  3.52372408e-01
  3.78984928e-01 -2.35085618e-02  1.81073785e-01 -9.50869918e-03
  4.75337505e-01 -6.61516428e-01  6.15511000e-01 -5.85088730e-01
  1.04804981e+00  7.82011971e-02 -2.72765189e-01 -1.55356422e-01]",-0.2577225412177723,0.7668074467745091,0.5144907717659272,0.2581666415077753,0.1275792996788358,0.0881299481375248,0.0516776161945629,-0.0206550369889328,-0.0874448855239172,-0.083526173621794,0.0092648252816354,0.1287595727431575,0.206347959097576,-0.2652886671418388,-0.2874456704583996,-0.4784144424578451,-0.6635474054880932,-0.608746712537008,-0.5279179974576605,-0.4883794319804233,-0.5636464518944163,-0.1804700808630419,-0.2518648132443356,-0.4486884161933895,-0.612442778362591,-0.560715256311555,-0.3851124673103847,-0.6690074530838249,-0.6432287767027473,-0.484978863543749,-0.4719702094895406,-0.6267271443769552,-0.6711734291055432,-0.5243594032070262,-0.3984241960616985,-0.5938624503594955,-0.686911543188375,-0.7906347267319488,0.5273791551589966,0.2998727858066559,0.17274801433086395
4,c701da30adc24c9b_agent_4.wav,agent,2.5,um your savings account balance is uh a hundred and thirty five dollars is there anything else i can help you with,"[-0.318156    0.5576325  -0.2802786  -0.25310013  0.11215589 -0.28557512
  0.01305254  0.4040403  -0.4066006   0.10604677 -0.24109086  0.0457598
 -0.10630073 -0.26295236  0.20032047 -0.14799835  0.48825362  0.19161488
  0.12003355 -0.48274028 -0.23353897 -0.06028283  0.28575605  0.02256631
 -0.12983213 -0.00582627 -0.1403981   0.02484456 -0.25720116  0.32448632
  0.5069425   0.13532211  0.09961922 -0.01416656  0.07451114  0.08643479
  0.23499131  0.46632767  0.5054864  -0.17650312  0.0072521  -0.49600136
 -0.03843505  0.13114128  0.09830444 -0.42757237  0.4651902  -0.01459496
  0.27702314 -0.1728041   0.04360824 -0.16775621  0.18668471  0.0365922
 -0.3339981  -0.12675522  0.33550408 -0.18661837 -0.20456347  0.12660168
  0.67475355  0.07053637  0.11556096  0.0188313   0.09996104  0.5541178
  0.42600414 -0.09114606 -0.32043284  0.05149786 -0.1728298  -0.22191077
  0.10599673  0.12184615 -0.09195256  0.23235245 -0.03652046  0.35311648
  0.21757406 -0.11435434  0.42861345 -0.2273108  -0.31879705  0.15867531
  0.20514198 -0.08386416  0.3216131   0.34319898  0.07631647  0.208394
  0.10495613 -0.14323042  0.13270205 -0.25425342  0.2894165  -0.4910185
  0.6521311   0.17139834  0.07088953 -0.29800883]",-0.2340371790918863,0.8333333333333334,0.8333333333333334,0.7985840399313551,0.5220491072084968,0.4084722592269076,0.4046380686201047,0.4818794912175762,0.5800236448217732,0.5753120231790176,0.5895310537513737,0.5847450189132831,0.5495725985323663,-0.5257712387280494,0.0767581856239878,-0.6993655946634778,-0.3994624403210372,-0.4285609158928298,0.0001349284025885,-0.1037766704867265,-0.0061177449895527,-0.054620254353912,-0.3139997044146852,-0.0276704658643911,-0.2098028259600615,-0.1218032379853863,-1.0,-0.9999999999999996,-0.6945458427544041,-0.6412469430757771,-0.536481702662201,-0.2104523173975205,-0.3521890087055905,-0.5052384805359579,-0.5454495572949984,-0.4575063616573101,-0.4553022754311718,-0.4518087219775943,0.35810866951942444,0.06851871311664581,0.5733725428581238
5,c701da30adc24c9b_caller_5.wav,caller,1.5,<unk> thank you that was this it for today,"[ 0.04987491  0.05240305  0.28101233  0.235639   -0.2066761  -0.24947025
  0.25337765  0.2953392   0.08884721 -0.24878207  0.22177106 -0.05713696
  0.01620675  0.72429794 -0.18632108  0.2477033  -0.0470171   0.05090266
 -0.6237727  -0.77809256 -0.19530916  0.3178419   0.11698064  0.07512948
 -0.13730073  0.11578471  0.19478391 -0.34969485  0.07331388  0.3480998
  0.22565037 -0.36053598  0.24295029 -0.5546673  -0.14282432 -0.07863808
  0.0858411  -0.24510135  0.2202619  -0.56036985  0.10831011 -0.14723033
 -0.12362671 -0.04224108  0.366416   -0.03940085 -0.30844378 -0.19698435
  0.28180033  0.14185415 -0.03217964  0.06697998 -0.2890204  -0.00123373
  0.2920586   0.19073907 -0.13722819 -0.08963518 -0.3516433  -0.2156413
 -0.17825218 -0.37280166  0.23311347  0.33812323  0.06812844  0.18551913
  0.04968319 -0.04138279 -0.33489963  0.6000377   0.4923607  -0.0171941
 -0.01628853 -0.21989417  0.13816972  0.03245401  0.11594558  0.01995212
 -0.09447995 -0.11086065 -0.20441803 -0.10465336 -0.10947695 -0.02935839
 -0.37859258 -0.08362866  0.21947835  0.1928909   0.25532398  0.29682073
  0.20180903  0.06694926  0.30999386  0.20719485  0.25980452  0.0332718
 -0.07352132 -0.28397828 -0.07202613  0.1920128 ]",-0.1824172963522658,0.2209032445058952,0.2142621686579736,0.2311188716298109,0.3110689034078284,0.3678945795319615,0.4527521719494263,0.5467721840612063,0.5360394150695863,0.5158127039616819,0.4619627360726415,0.3805052457584943,0.3338225024550477,-0.5956569543705332,-0.638943474496934,-0.6392711675827993,-0.7063944062420644,-0.7042605674436221,-0.6830490593630012,-0.6262290067326277,-0.6086000915374344,-0.5667475801981318,-0.546737909921768,-0.1293635350861294,-0.6100834895285079,-0.7063107627461243,-0.6805142745747194,-0.6666457813751409,-0.647209518537445,-0.6563858338723173,-0.6662180545784003,-0.6655436260375037,-0.6301588422554826,-0.4278355066271292,-0.5273399395744834,-0.6778507784729507,-0.7832604116357688,-0.7801224273597457,0.31944894790649414,0.0359153226017952,0.6446356773376465
6,c701da30adc24c9b_agent_6.wav,agent,4,yes thank you for calling you have a wonderful day,"[ 0.28793138 -0.13892588  0.21991012  0.3782159  -0.3630349   0.0627574
  0.46506652  0.03762697 -0.49969468 -0.24002853 -0.01672381 -0.21045928
  0.7211148   0.36769837 -0.08245388 -0.05246669  0.8104547  -0.26871347
 -0.43323746 -1.1714605   0.09028878  0.19738838  0.03765162 -0.06610907
 -0.11156969 -0.05159961 -0.17386422  0.09804641 -0.02961334  0.38160676
  0.01294172  0.18408558  0.32934728 -0.513379   -0.12962523  0.12592353
 -0.03655976 -0.22567844  0.04760964 -0.3096818  -0.17045717 -0.15061162
  0.19287118  0.32130763  0.3283241  -0.32801157 -0.5662226   0.04907255
  0.09603833  0.27287626 -0.27533346  0.05944561 -0.25494602 -0.25377154
  0.25888777  0.07203735  0.14203858  0.15862922 -0.0286835   0.2431968
 -0.27394694 -0.6637999   0.05954834  0.340801   -0.23069604  0.4804693
 -0.4692897   0.17027411 -0.17502585  0.01258596  0.3662213   0.17670998
  0.23972519  0.12826456 -0.03900257  0.03132829  0.5594962   0.08567141
 -0.02579858 -0.16186628 -0.3517089   0.0112279   0.00567194  0.38524777
 -0.01393459  0.16514868  0.5065916   0.05966554  0.3751063   0.21647649
  0.24386735  0.13562448  0.04583304  0.26945412  0.01578155  0.01753876
 -0.01722737 -0.35379648  0.44827786  0.12076273]",0.0453464728669991,0.4449979146405503,0.203246651392094,0.0794315132837302,-0.0268218142130818,-0.0944389810824881,-0.2248054787797024,-0.3636499211819135,-0.4319389261848284,-0.4108364413844779,-0.2380052199970191,-0.1554770991672203,-0.2905724811808782,-0.4575698505523067,0.1822411831941588,-0.0903329686754067,-0.3999473969296596,-0.5160180437448646,-0.4931347909589694,-0.533866063029281,0.0586423620145355,-0.2000787521699737,-0.436002873459356,-0.7222203111637855,-0.6486549686415206,-0.4606284670845328,-0.7604983773842525,-0.7482689453629497,-0.7419487462601507,-0.7502306136294236,-0.7425738255217936,-0.6978383821975127,-0.5910270837255612,-0.667311653997429,-0.7556126348482476,-0.8076067502971315,-0.8054512176302203,-0.7649454276469115,0.2690751552581787,0.02307899296283722,0.7078458666801453
7,57fd086178b0442a_agent_0.wav,agent,5,hello this is harper valley national bank my name is elizabeth how can i help you today,"[ 0.14274034 -0.32210082  0.11948865  0.47818732 -0.7514623  -0.4093012
 -0.22941329  0.56389236 -0.12016047 -0.5061142   0.60388356  0.4221751
  0.36372715  1.0577214  -0.52936316 -0.15764448  0.669329    0.26149094
  0.2184993   0.32342854 -0.29249617 -0.28483012  0.256411    0.16541779
  0.25585184  0.03379588  0.43964946  0.13598666 -0.10047381  0.6005765
  0.76974386 -0.19360466  0.5469457  -1.1052395   0.23902696  0.14590737
  0.07611989 -0.3548736   0.19714679 -0.14257787  0.10003748 -1.0179584
 -0.2676747  -0.33759108  0.7417083   0.24414733  0.48799178 -0.216485
 -0.5734764  -0.55635107  0.8371888   0.27888894 -0.89511013 -0.13884033
  0.03006882 -0.12054294  0.05943136 -0.10417756 -0.77696806 -1.1697508
 -0.71106786 -0.1268766   0.02080368  0.46473116  0.1403482   0.7218432
  0.4709536  -0.25994524 -0.5678708   0.3602598   0.33082625 -0.10553937
  0.0870444   0.2717464   0.5395058   0.09262209 -0.4003267   0.33288088
  0.5042348   1.0563824  -0.0335941  -0.6346826   0.5462857  -0.1602984
  0.10790271 -0.20150922  0.5739622   0.06889912  0.2946368   1.267242
 -0.06322998 -0.31586102  0.44523144 -0.5371626  -0.39726898 -0.46703613
  0.25669152  0.3099635   0.01350989  0.08408823]",-0.6193179424866975,0.4827193662587337,0.2543821678308689,-0.0713684392808191,-0.1708528512619203,-0.1178061622326222,-0.0157279883755069,0.0004753857154132,-0.1251969065737425,-0.1812150221980796,-0.1495579899515974,-0.1030493124506611,-0.0516402756997747,-0.5300798492287854,-0.4302323651454116,-0.3243775328254648,-0.1702604028153596,-0.3609603816820848,-0.5718839900914072,-0.6270177182572509,-0.6596669302409589,-0.4414446404365155,-0.253855141345366,-0.526491285634934,-0.5425560695925195,-0.6529067736599034,-0.6316083993309719,-0.4924038922754204,-0.4507132579417396,-0.5315022680262972,-0.5284027641559451,-0.5735459675550785,-0.5625161351566921,-0.5460989717407735,-0.6521999855312371,-0.740798642891284,-0.7479028810515423,-0.717612668014071,0.2938014566898346,0.015195309184491634,0.6910032629966736
8,57fd086178b0442a_caller_1.wav,caller,2.5,hi my name is robert garcia and i would like to pay a bill,"[-0.06250405  0.35386     0.02582452  0.38608345 -0.41787106 -0.53012836
 -0.03509942  0.297596   -0.02550565 -0.03958204  0.2766878  -0.32692498
  0.42111045  0.15595774  0.11620194  0.01329901  0.771704   -0.20362428
  0.5382452  -0.10332388 -0.25670943 -0.22416437 -0.05191255  0.21790369
 -0.21573298  0.639895   -0.01105935  0.53736764 -0.05951252 -0.16777955
  0.871281   -0.03217433  0.36329365 -0.12349527  0.16335723  0.18604161
  0.27366844 -0.0474905  -0.13993666 -0.1735458  -0.10289586 -0.5905131
 -0.4125128  -0.66993666  0.21728003  0.5239404   0.10238916  0.26581755
 -0.5521621  -0.35499644  0.06358267 -0.09953273 -0.28032017  0.12353557
 -0.17576535  0.28116715 -0.057982    0.17911467 -0.25810918 -0.10865976
 -0.4774087  -0.06480419  0.10098793  0.4780613   0.4209885   0.35055915
  0.27053624  0.09658665  0.14724301 -0.22099832  0.07512545  0.2148771
  0.25397113  0.07601521  0.2772102   0.16451089 -0.06974778 -0.17426445
  0.7183355   0.49613947 -0.10844227 -0.36178774  0.36419922  0.24805756
  0.25718895 -0.6201425   0.34070513  0.09911802  0.538941    0.2818973
 -0.20699956  0.04330114  0.37984702 -0.2641364   0.4204033  -0.13730787
  0.5915079  -0.08571497  0.2605159   0.23302853]",-0.3086283163763318,0.7565583302839546,0.643455840398052,0.4563525023795882,0.3366857601107242,0.2386138498209347,0.06263502192896,-0.0449226220416982,-0.0883944349099786,-0.1075227035227593,-0.0841022213563819,0.0189929564049148,0.0798293351739829,-0.6858255534809282,-0.4146121337486182,-0.3270093405929212,-0.4176228876256938,-0.3212770896917536,-0.2623872256044141,-0.3767905183093116,-0.5663836175069707,-0.5325375778005119,-0.3334428057825951,-0.5139582384949054,-0.5400041014245704,-0.4435902735948719,-0.7156821713111111,-0.607470057841041,-0.5780006416755786,-0.5018819340397728,-0.622227165598868,-0.6995655230929659,-0.7204596025965954,-0.7153907623689989,-0.679530718680915,-0.6926591372073517,-0.6470478559324205,-0.5215292481553161,0.5781809687614441,0.18738915026187897,0.23442991077899933
9,57fd086178b0442a_agent_2.wav,agent,3,what is the company name,"[-0.23672411  0.30902988  0.02184881  0.39782342 -0.27696067 -0.5711892
 -0.04662893  0.44278163 -0.21912813 -0.02938197  0.2612695  -0.22558746
  0.0095226   0.5038882   0.10300435  0.01037711  0.28034896  0.13283698
  0.4057706   0.07735191 -0.01352237 -0.24935956  0.13301432  0.14586732
 -0.12793554  0.08864126  0.05447742  0.57046765  0.29380637 -0.07389672
  0.51781374 -0.42983064  0.25450975 -0.26987365  0.24573867  0.1796131
  0.7250658  -0.5337368  -0.19977228  0.16272214  0.12862374 -0.87638855
 -0.3590863   0.01547976  0.01449565  0.55753046  0.22099784  0.1268985
 -0.31202492 -0.29047745  0.76154166 -0.41633192  0.0898011   0.07216638
 -0.2950917   0.33985767  0.36784428  0.06185696 -0.25465477 -0.34017953
 -0.64527035  0.3052321  -0.06409465 -0.02276565  0.10389084  0.6274123
  0.5902316   0.37883672 -0.18308525  0.15331244 -0.2808237   0.09560271
  0.32598662  0.08153032  0.46527544  0.30106345 -0.3378015   0.17837887
  0.27615464  0.5281881  -0.52594817 -0.18567932 -0.1514811  -0.02655553
  0.18641834 -0.12527564 -0.04911174 -0.56830025  0.6051296   0.96440995
  0.0039274   0.08247223 -0.17091763 -0.4686789   0.21950702 -0.09248229
  0.46228004 -0.01274617  0.15539153  0.25622106]",-0.5561335154400113,0.7878216838049793,0.6926277025311207,0.5257289298594697,0.4618946770605097,0.4998417820959491,0.5373431367411654,0.3696998106893459,0.1810540469650428,0.0113475794676069,-0.0932662890395215,-0.099846536524882,-0.0325740742530441,-0.346668349318526,-0.3516912324630155,0.0351661050825022,-0.4269803289195881,-0.5011573576327156,-0.4760644922592984,-0.548259325834818,-0.5391931624551668,-0.6223971576568769,-0.5795675372225367,-0.5794136465427141,-0.4450387427422497,-0.5369839340979007,-0.2833875652112342,-0.6580752236810287,-0.7300414896958448,-0.7963090636448668,-0.8232379085907228,-0.8279068241434112,-0.7458820254475987,-0.6544045995828905,-0.7026873944726778,-0.6339595528576295,-0.4908957614507745,-0.5923998562267425,0.5089097619056702,0.3648033142089844,0.12628698348999023
