Score,Loudness,ZCR,neutral,negative,positive,Word2Vec_PCA_0,Word2Vec_PCA_1,Word2Vec_PCA_2,Word2Vec_PCA_3,Word2Vec_PCA_4,Word2Vec_PCA_5,Word2Vec_PCA_6,Word2Vec_PCA_7,Word2Vec_PCA_8,Word2Vec_PCA_9,MFCC_Avg,Chroma_Avg,Mel_Avg
3,-0.581021570716639,-0.4866604717815521,0.3468871116638183,0.0379118993878364,0.6152009963989258,0.49894870147322995,-0.44458092859066606,0.3000736146545902,-0.23959073505693368,0.1183460580681102,1.2416469025338268,0.05806765471415141,0.11480190088495268,-0.12165637385324031,-0.35780570019276486,0.40345930334180824,-0.3950512530562912,-0.6280282271160034
3,0.1543976943014121,0.2207094918504314,0.5670980215072632,0.2127061784267425,0.2201958298683166,-0.6405041956677714,0.5524672713099296,-0.3500499404302181,0.1046946156736841,0.20919708775021575,-0.04911013180774402,-0.6331655654564914,0.1244180328397035,-0.008448582921803631,0.10941109085818233,0.24497594112017287,-0.5224566384634062,-0.7207931750318918
3,-0.710185522059394,-0.4970318750806555,0.3011314868927002,0.0621545352041721,0.6367139220237732,1.726033695355042,-0.4165670948691271,0.37969141534415507,0.04377515427121199,-0.32854518337699307,-0.5666279326646702,-1.1899642215000894,-0.39158561554786775,-0.9145018491391995,0.560172530642459,0.276367881778728,-0.41285196600934865,-0.48732236948135754
5,-0.4534380548377286,-0.2998698267348954,0.3756861686706543,0.0858026817440986,0.5385112166404724,1.8333549535019562,-0.4719360604397545,0.28512591629734424,0.8459267806097155,-0.2540944697907358,-1.0082137805705382,-0.6626596063257486,0.2029498690128863,-0.29950693808521095,0.5686075539926876,0.31762055397235595,-0.6939340695180447,-0.6528051608519184
1,-0.3102472210995682,0.1649449035812672,0.5077902674674988,0.2059790790081024,0.2862306237220764,-1.3430439441052946,-0.967921634237249,-0.8472510767210871,0.5105000890348873,-0.3398531595314299,0.7286612019246713,0.17544786532448647,-0.6340134507108895,-0.18305460198688772,0.2250556231708866,0.18849567818764723,-0.319268856643921,-0.6002245158137968
3,-0.7012005686992279,-0.1670753064798599,0.5416824221611023,0.1661426424980163,0.2921749055385589,-0.35819276860012317,-1.2544708410963619,1.1048181869166627,-1.3767809527467088,0.11034116869695432,2.0301392180191073,-1.1139679279215051,0.35701403803074805,-0.09073496539446463,1.5458715041748883,0.12983532077589224,-0.5777993397075121,-0.7008475149278198
1,-0.479626602844005,-0.3864288850609653,0.4870326817035675,0.1043743640184402,0.4085929989814758,0.17542191119876993,-1.993858405759439,-0.3642352017850281,1.4395140839870186,-0.3150552447290225,0.4152312925946733,-0.2115717708671753,-0.10613547837501565,0.8132120891277016,-0.7250816584634636,0.200548795866035,-0.6181884982232557,-0.7278841798652755
1,-0.3261887341720789,-0.2606671608598962,0.5469098687171936,0.194348469376564,0.2587416470050812,1.195838323307462,-2.046639910766361,1.0200475753329696,2.096260921439365,0.7288360025984892,0.175792361609641,-0.28335041278921275,0.6160315640990781,-0.06116468878847164,-1.1446274185160306,0.031183776901910112,-0.48069915331869306,-0.4936325897100266
3,-0.3864942575065683,-0.1979166666666666,0.3611929714679718,0.121005930006504,0.51780104637146,-0.27172195572368546,-1.210745618668835,-2.997590802140065,-0.3909569919556686,0.9349660595058812,-0.0011601173679782768,0.529161067462529,0.06593368525700861,0.011105515163516873,0.051920928924622266,0.32259622417962996,-0.5255333035212297,-0.7442026691211345
3,-0.2266551204198066,-0.206744279405861,0.3617168068885803,0.0786687433719635,0.5596144795417786,1.6750508494722949,-1.222961798796563,0.5544653708207399,-3.126973875814563,-0.5113405946707189,0.18399246352420462,0.10618545261765171,0.2748557263475426,-0.019864771716110022,-0.32945551086808417,0.050517208823601494,-0.49878071051689077,-0.6999573260291537
3,-0.7161924702554315,-0.4226731273975367,0.6215526461601257,0.1803784519433975,0.1980689465999603,-2.454147175624691,1.7753719104121313,0.7603782450877014,-0.4464960918815857,-0.3536298835301883,0.7725215585448209,-0.04889545151024038,-0.0795171698970094,-0.35358529994846577,-0.05696140117393874,-0.15421343940873028,-0.5061327578343665,-0.7046252763842178
3,-0.2778517314350505,-0.2992957746478872,0.4673918187618255,0.4462701678276062,0.0863380804657936,-1.2968637793450655,1.2090766354926445,1.329139246073554,-0.5197922612236511,-0.22759367104775843,0.08910715720219024,-0.19664348323285502,-0.28142837902221657,-0.20308252418211306,-0.12221614371553431,0.06939478911571088,-0.37118187432938765,-0.5795378008173588
